중산도면,단가,수량,영업납기,선급
064785,179208,19,2021-06-09,0
064785,179208,38,2021-03-04,0
064785,179208,77,2021-05-01,0
064787,179208,27,2021-05-16,1
064787,179208,55,2021-10-09,1
064787,179208,110,2021-02-18,1
064790,8065,2,2021-04-15,0
064790,8065,4,2021-05-17,1
064790,8065,8,2021-09-23,1
064791,6498,2,2021-10-20,0
064791,6498,4,2021-08-18,1
064791,6498,8,2021-04-14,0
064793,6498,1,2021-05-29,0
064793,6498,2,2021-09-27,1
064793,6498,4,2021-01-13,0
064795,6498,2,2021-09-05,0
064795,6498,4,2021-03-29,1
064795,6498,8,2021-11-22,0
064796,6498,2,2021-10-18,0
064796,6498,5,2021-03-13,0
064796,6498,10,2021-12-11,1
064797,7149,1,2021-12-24,0
064797,7149,3,2021-08-23,0
064797,7149,7,2021-06-29,0
064798,6498,1,2021-12-20,0
064798,6498,1,2021-10-03,0
064798,6498,1,2021-01-25,1
064799,27256,3,2021-11-22,0
064799,27256,8,2021-11-22,0
064799,27256,16,2021-01-15,0
064800,6498,2,2021-02-12,0
064800,6498,4,2021-09-01,0
064800,6498,8,2021-05-23,0
064801,6498,1,2021-02-23,0
064801,6498,1,2021-12-17,0
064801,6498,3,2021-05-27,0
064803,6498,1,2021-07-17,1
064803,6498,2,2021-11-09,0
064803,6498,4,2021-11-05,0
064816,27256,2,2021-03-09,0
064816,27256,5,2021-02-10,0
064816,27256,10,2021-10-10,0
064818,8493,2,2021-08-01,0
064818,8493,4,2021-07-05,0
064818,8493,8,2021-02-28,0
064820,6498,1,2021-08-18,1
064820,6498,3,2021-10-30,0
064820,6498,6,2021-08-24,0
064824,8493,4,2021-02-25,0
064824,8493,8,2021-08-24,0
064824,8493,16,2021-10-15,1
064826,12881,2,2021-09-26,0
064826,12881,4,2021-05-26,0
064826,12881,9,2021-03-20,0
064828,6498,1,2021-04-14,1
064828,6498,3,2021-10-12,0
064828,6498,6,2021-12-17,1
064829,179208,24,2021-12-25,0
064829,179208,48,2021-08-12,1
064829,179208,96,2021-07-10,0
064830,101291,9,2021-09-09,0
064830,101291,19,2021-08-04,0
064830,101291,38,2021-02-24,0
064832,81204,8,2021-07-31,0
064832,81204,17,2021-11-07,1
064832,81204,34,2021-11-08,0
064833,6498,1,2021-10-26,0
064833,6498,2,2021-07-19,1
064833,6498,4,2021-10-12,0
064836,179208,21,2021-05-28,0
064836,179208,42,2021-03-01,0
064836,179208,84,2021-11-27,0
064840,179208,12,2021-04-19,0
064840,179208,24,2021-04-11,1
064840,179208,48,2021-10-11,1
064843,179208,18,2021-10-22,0
064843,179208,36,2021-06-02,1
064843,179208,72,2021-08-24,1
064849,6498,1,2021-06-11,1
064849,6498,1,2021-08-22,0
064849,6498,3,2021-09-08,1
064850,6498,1,2021-12-02,0
064850,6498,2,2021-10-05,0
064850,6498,4,2021-12-03,0
064851,6498,1,2021-09-09,0
064851,6498,2,2021-11-24,0
064851,6498,4,2021-03-22,0
064852,6498,1,2021-08-14,0
064852,6498,1,2021-04-02,1
064852,6498,3,2021-02-05,0
064854,179208,11,2021-05-13,0
064854,179208,23,2021-09-06,0
064854,179208,46,2021-09-01,0
064858,179208,12,2021-10-02,0
064858,179208,24,2021-06-22,0
064858,179208,48,2021-11-01,0
064860,179208,10,2021-09-21,0
064860,179208,21,2021-12-05,0
064860,179208,42,2021-12-12,0
064862,179208,7,2021-03-26,0
064862,179208,15,2021-02-20,0
064862,179208,30,2021-10-06,1
064864,179208,45,2021-10-16,0
064864,179208,90,2021-06-02,0
064864,179208,180,2021-04-17,0
064865,8493,2,2021-11-05,0
064865,8493,4,2021-12-14,0
064865,8493,8,2021-07-30,0
064866,6498,1,2021-09-18,0
064866,6498,2,2021-11-03,0
064866,6498,5,2021-03-08,0
064869,179208,7,2021-05-05,0
064869,179208,14,2021-04-28,0
064869,179208,28,2021-04-14,0
064871,179208,7,2021-01-27,0
064871,179208,14,2021-03-22,0
064871,179208,29,2021-05-15,1
064874,6498,3,2021-04-05,1
064874,6498,6,2021-06-10,0
064874,6498,12,2021-04-11,0
064879,27256,3,2021-04-11,0
064879,27256,8,2021-12-07,0
064879,27256,16,2021-01-31,0
064880,98424,11,2021-12-12,0
064880,98424,123,2021-07-21,0
064880,98424,246,2021-09-19,0
064881,86821,4,2021-01-01,0
064881,86821,8,2021-12-23,0
064881,86821,16,2021-06-11,0
064882,103554,4,2021-09-02,0
064882,103554,9,2021-06-13,0
064882,103554,18,2021-12-18,0
064886,6498,1,2021-11-24,0
064886,6498,2,2021-06-10,0
064886,6498,4,2021-08-19,1
064887,12881,4,2021-11-01,0
064887,12881,9,2021-02-28,0
064887,12881,18,2021-07-01,0
064902,6498,1,2021-07-09,0
064902,6498,2,2021-10-25,0
064902,6498,4,2021-03-24,0
064903,52115,3,2021-10-23,0
064903,52115,6,2021-03-23,0
064903,52115,12,2021-03-12,0
064912,179208,8,2021-05-06,0
064912,179208,16,2021-10-23,1
064912,179208,32,2021-09-24,0
064916,179208,7,2021-12-06,1
064916,179208,15,2021-11-28,1
064916,179208,30,2021-09-12,0
064918,81204,8,2021-11-16,0
064918,81204,16,2021-11-10,0
064918,81204,32,2021-02-20,0
064919,81204,8,2021-12-15,0
064919,81204,16,2021-07-11,0
064919,81204,32,2021-06-22,1
064920,81204,8,2021-10-02,1
064920,81204,17,2021-12-18,0
064920,81204,34,2021-08-26,0
064922,86821,4,2021-10-14,0
064922,86821,8,2021-02-28,0
064922,86821,16,2021-11-17,0
064923,8493,2,2021-07-30,0
064923,8493,4,2021-03-30,1
064923,8493,8,2021-05-16,0
064926,179208,6,2021-03-27,0
064926,179208,12,2021-12-14,0
064926,179208,25,2021-06-19,0
064927,86821,4,2021-01-09,0
064927,86821,8,2021-10-23,0
064927,86821,16,2021-07-18,0
064928,77242,3,2021-06-09,0
064928,77242,7,2021-11-02,0
064928,77242,14,2021-08-27,0
064929,179208,10,2021-01-24,0
064929,179208,20,2021-09-24,0
064929,179208,40,2021-10-24,1
064930,77242,3,2021-07-17,0
064930,77242,7,2021-04-03,0
064930,77242,15,2021-07-24,0
064931,179208,17,2021-05-09,0
064931,179208,35,2021-08-26,0
064931,179208,70,2021-08-16,0
064932,86821,3,2021-08-28,0
064932,86821,7,2021-01-03,0
064932,86821,15,2021-07-19,1
064933,77242,3,2021-02-17,1
064933,77242,7,2021-12-21,1
064933,77242,14,2021-09-08,0
064934,179208,10,2021-05-13,0
064934,179208,20,2021-07-18,0
064934,179208,40,2021-03-11,1
064935,77242,3,2021-01-26,0
064935,77242,7,2021-01-22,0
064935,77242,14,2021-04-21,1
064936,6498,1,2021-04-23,0
064936,6498,2,2021-02-20,0
064936,6498,5,2021-07-27,1
064939,6498,1,2021-07-24,0
064939,6498,3,2021-04-17,0
064939,6498,6,2021-08-07,0
064940,6498,2,2021-09-16,0
064940,6498,3,2021-08-14,0
064940,6498,6,2021-12-10,0
064941,52115,3,2021-12-06,0
064941,52115,6,2021-01-06,0
064941,52115,12,2021-05-03,0
064942,103554,4,2021-10-30,1
064942,103554,9,2021-07-31,0
064942,103554,19,2021-09-07,0
064943,52115,3,2021-01-13,0
064943,52115,6,2021-01-11,0
064943,52115,13,2021-11-27,0
064944,18691,2,2021-11-21,1
064944,18691,5,2021-08-14,0
064944,18691,10,2021-03-03,0
064948,52115,2,2021-06-23,0
064948,52115,5,2021-06-23,0
064948,52115,11,2021-04-09,0
064949,6498,2,2021-10-17,1
064949,6498,4,2021-11-14,0
064949,6498,8,2021-02-22,0
064950,52115,3,2021-07-09,0
064950,52115,6,2021-09-03,0
064950,52115,12,2021-01-08,0
064954,6498,1,2021-04-30,0
064954,6498,2,2021-02-11,0
064954,6498,4,2021-07-09,1
064955,8065,2,2021-07-08,0
064955,8065,4,2021-07-02,0
064955,8065,8,2021-11-13,0
064957,6498,1,2021-12-23,0
064957,6498,2,2021-04-06,0
064957,6498,4,2021-03-30,0
064964,179208,14,2021-04-26,0
064964,179208,28,2021-05-28,0
064964,179208,56,2021-11-02,0
064965,179208,11,2021-07-12,0
064965,179208,22,2021-02-11,0
064965,179208,44,2021-01-07,1
064966,179208,11,2021-01-30,0
064966,179208,23,2021-08-18,0
064966,179208,46,2021-08-03,0
064967,86821,3,2021-02-01,0
064967,86821,7,2021-11-27,1
064967,86821,15,2021-10-15,0
064968,179208,16,2021-09-30,1
064968,179208,33,2021-12-11,1
064968,179208,66,2021-04-29,1
064975,52115,2,2021-12-26,0
064975,52115,5,2021-08-07,0
064975,52115,11,2021-08-06,1
064978,8493,2,2021-04-30,0
064978,8493,4,2021-10-18,0
064978,8493,8,2021-10-08,0
064980,86821,3,2021-11-14,1
064980,86821,7,2021-03-03,0
064980,86821,15,2021-07-25,0
064986,179208,13,2021-03-21,0
064986,179208,26,2021-02-06,0
064986,179208,52,2021-08-06,0
064987,52115,2,2021-09-16,0
064987,52115,5,2021-11-15,0
064987,52115,11,2021-03-25,0
064989,52115,3,2021-11-15,0
064989,52115,6,2021-09-16,0
064989,52115,12,2021-09-22,0
064990,179208,40,2021-01-05,0
064990,179208,80,2021-12-27,0
064990,179208,160,2021-12-08,0
064992,179208,70,2021-01-02,0
064992,179208,140,2021-03-29,1
064992,179208,280,2021-11-27,0
064993,179208,9,2021-05-29,0
064993,179208,18,2021-04-08,1
064993,179208,36,2021-11-29,0
064994,179208,8,2021-02-08,1
064994,179208,16,2021-06-16,0
064994,179208,33,2021-08-16,0
064997,52115,2,2021-04-18,0
064997,52115,5,2021-08-29,0
064997,52115,11,2021-07-30,1
064998,6498,1,2021-06-23,0
064998,6498,2,2021-02-21,1
064998,6498,4,2021-09-22,0
065006,6498,1,2021-07-18,1
065006,6498,3,2021-07-05,0
065006,6498,7,2021-04-16,0
065046,12881,4,2021-04-05,0
065046,12881,8,2021-06-27,0
065046,12881,16,2021-02-11,0
065048,179208,9,2021-02-12,0
065048,179208,18,2021-09-04,1
065048,179208,36,2021-11-06,0
065055,6498,1,2021-04-09,0
065055,6498,1,2021-12-12,0
065055,6498,3,2021-06-14,0
065059,6498,1,2021-10-14,0
065059,6498,1,2021-03-07,0
065059,6498,2,2021-08-27,0
065061,7149,1,2021-03-26,0
065061,7149,3,2021-11-27,1
065061,7149,7,2021-10-10,0
065073,179208,17,2021-06-21,0
065073,179208,34,2021-09-27,0
065073,179208,68,2021-02-12,1
065074,179208,21,2021-04-22,0
065074,179208,43,2021-11-06,0
065074,179208,86,2021-03-24,0
065075,103554,4,2021-07-21,0
065075,103554,9,2021-11-10,1
065075,103554,18,2021-04-14,0
065076,179208,5,2021-01-12,0
065076,179208,11,2021-09-17,0
065076,179208,22,2021-08-29,0
065077,179208,5,2021-06-06,0
065077,179208,10,2021-12-12,0
065077,179208,21,2021-11-05,0
065078,179208,9,2021-01-26,1
065078,179208,18,2021-11-14,0
065078,179208,36,2021-12-07,1
065081,179208,10,2021-05-18,0
065081,179208,20,2021-08-03,0
065081,179208,40,2021-03-29,0
065082,6498,1,2021-08-06,1
065082,6498,3,2021-04-18,1
065082,6498,7,2021-01-05,1
065085,179208,7,2021-03-20,0
065085,179208,14,2021-03-26,0
065085,179208,28,2021-10-17,1
065090,6498,1,2021-02-23,1
065090,6498,2,2021-08-12,0
065090,6498,4,2021-12-11,0
065091,27256,1,2021-03-30,0
065091,27256,5,2021-10-12,0
065091,27256,10,2021-03-19,0
065093,6498,1,2021-09-29,0
065093,6498,2,2021-09-25,0
065093,6498,5,2021-01-10,0
065100,179208,15,2021-10-30,0
065100,179208,47,2021-01-06,0
065100,179208,94,2021-11-15,0
065102,6498,1,2021-03-02,0
065102,6498,1,2021-10-26,0
065102,6498,2,2021-05-28,0
065112,179208,14,2021-05-29,0
065112,179208,41,2021-11-22,0
065112,179208,82,2021-07-31,0
065115,52115,3,2021-12-24,1
065115,52115,6,2021-03-08,0
065115,52115,13,2021-10-26,0
065121,179208,31,2021-02-05,1
065121,179208,63,2021-04-08,0
065121,179208,126,2021-08-16,1
065128,77242,3,2021-04-14,0
065128,77242,7,2021-12-03,0
065128,77242,14,2021-06-17,1
065133,6498,1,2021-11-01,0
065133,6498,1,2021-02-09,0
065133,6498,3,2021-11-09,0
065135,12881,2,2021-03-13,0
065135,12881,4,2021-04-02,0
065135,12881,9,2021-10-05,0
065141,106952,44,2021-06-24,1
065141,106952,177,2021-12-29,0
065141,106952,354,2021-04-24,0
065142,77242,7,2021-07-15,0
065142,77242,13,2021-06-21,0
065142,77242,26,2021-11-12,0
065143,77242,3,2021-09-13,1
065143,77242,7,2021-07-09,0
065143,77242,14,2021-01-18,0
065145,6498,1,2021-04-18,0
065145,6498,1,2021-02-03,0
065145,6498,2,2021-07-29,1
065152,52115,6,2021-02-24,0
065152,52115,12,2021-09-04,0
065152,52115,24,2021-05-08,0
065154,8493,2,2021-04-18,0
065154,8493,4,2021-10-10,0
065154,8493,8,2021-07-01,0
065158,179208,24,2021-12-07,1
065158,179208,74,2021-08-13,0
065158,179208,148,2021-03-11,0
065159,6498,1,2021-09-19,0
065159,6498,1,2021-10-28,0
065159,6498,3,2021-05-30,0
065162,103554,4,2021-10-22,0
065162,103554,9,2021-01-08,0
065162,103554,18,2021-04-29,1
065166,6498,1,2021-02-28,1
065166,6498,2,2021-05-22,0
065166,6498,5,2021-06-19,0
065178,6498,1,2021-08-13,0
065178,6498,3,2021-12-06,0
065178,6498,6,2021-03-30,0
065180,179208,27,2021-07-13,0
065180,179208,55,2021-02-07,0
065180,179208,110,2021-03-26,0
065183,52115,2,2021-12-05,0
065183,52115,5,2021-11-12,0
065183,52115,11,2021-12-30,0
065185,52115,2,2021-03-03,0
065185,52115,5,2021-09-25,1
065185,52115,11,2021-11-14,0
065186,8065,2,2021-09-01,0
065186,8065,4,2021-09-29,0
065186,8065,8,2021-07-06,1
065194,6516,2,2021-11-23,0
065194,6516,11,2021-12-24,0
065194,6516,22,2021-08-01,1
065198,179208,39,2021-11-21,0
065198,179208,119,2021-04-17,0
065198,179208,238,2021-01-03,0
065210,6498,1,2021-11-09,1
065210,6498,1,2021-09-11,0
065210,6498,3,2021-01-09,0
065226,103554,9,2021-01-29,0
065226,103554,18,2021-07-06,0
065226,103554,36,2021-10-30,0
065230,52115,3,2021-04-02,0
065230,52115,6,2021-11-25,1
065230,52115,12,2021-05-21,0
065238,77242,3,2021-09-24,0
065238,77242,7,2021-06-08,1
065238,77242,14,2021-02-19,0
065243,104092,25,2021-07-06,0
065243,104092,129,2021-06-10,0
065243,104092,258,2021-07-27,0
065246,179208,30,2021-09-11,0
065246,179208,90,2021-08-27,0
065246,179208,180,2021-05-15,0
065253,86821,3,2021-06-23,0
065253,86821,7,2021-08-14,0
065253,86821,15,2021-09-19,1
065254,8493,2,2021-01-20,0
065254,8493,4,2021-08-03,0
065254,8493,9,2021-01-23,0
065256,6498,1,2021-07-06,0
065256,6498,1,2021-01-02,0
065256,6498,2,2021-12-08,1
065258,179208,10,2021-05-19,0
065258,179208,20,2021-03-22,1
065258,179208,41,2021-07-02,0
065266,52115,2,2021-01-02,0
065266,52115,5,2021-09-28,1
065266,52115,11,2021-06-16,0
065285,6498,1,2021-02-08,0
065285,6498,3,2021-03-24,1
065285,6498,7,2021-01-17,0
065317,7149,1,2021-04-20,0
065317,7149,3,2021-12-03,1
065317,7149,7,2021-01-21,0
065318,6498,1,2021-01-21,0
065318,6498,1,2021-12-02,0
065318,6498,3,2021-03-15,1
065319,6498,1,2021-05-10,0
065319,6498,2,2021-08-16,0
065319,6498,5,2021-09-04,0
065320,8493,2,2021-08-18,1
065320,8493,4,2021-06-18,0
065320,8493,8,2021-05-31,1
065321,7149,1,2021-06-27,0
065321,7149,3,2021-10-11,0
065321,7149,7,2021-09-30,0
065328,33640,4,2021-03-23,0
065328,33640,12,2021-01-08,1
065328,33640,24,2021-05-05,0
065329,179208,26,2021-08-10,0
065329,179208,52,2021-11-29,0
065329,179208,104,2021-04-19,0
065330,6498,1,2021-03-29,1
065330,6498,1,2021-04-19,0
065330,6498,2,2021-05-11,0
065331,179208,30,2021-05-03,0
065331,179208,60,2021-04-30,1
065331,179208,120,2021-05-16,0
065334,179208,13,2021-03-25,0
065334,179208,27,2021-08-03,0
065334,179208,55,2021-02-16,0
065337,40772,7,2021-08-03,1
065337,40772,27,2021-01-02,0
065337,40772,54,2021-12-11,0
065338,179208,7,2021-06-17,0
065338,179208,15,2021-09-26,0
065338,179208,30,2021-09-10,0
065340,106952,15,2021-05-18,1
065340,106952,59,2021-12-30,0
065340,106952,118,2021-05-23,0
065341,106952,10,2021-05-25,0
065341,106952,39,2021-01-19,0
065341,106952,78,2021-08-12,0
065342,179208,30,2021-02-07,1
065342,179208,90,2021-02-18,0
065342,179208,180,2021-02-26,0
065343,179208,5,2021-05-18,1
065343,179208,10,2021-12-02,0
065343,179208,20,2021-05-06,0
065350,179208,11,2021-06-14,1
065350,179208,23,2021-06-11,0
065350,179208,46,2021-06-20,0
065357,6498,1,2021-03-26,0
065357,6498,3,2021-02-02,0
065357,6498,6,2021-06-17,0
065362,179208,7,2021-02-02,1
065362,179208,15,2021-03-15,0
065362,179208,31,2021-07-20,0
065366,6498,1,2021-02-09,0
065366,6498,2,2021-03-23,0
065366,6498,4,2021-10-09,0
065371,106952,73,2021-01-23,1
065371,106952,293,2021-06-27,0
065371,106952,586,2021-08-28,1
065372,106952,22,2021-01-20,0
065372,106952,90,2021-03-25,0
065372,106952,180,2021-04-04,0
065385,179208,14,2021-07-05,0
065385,179208,28,2021-11-03,0
065385,179208,56,2021-10-21,0
065386,179208,37,2021-03-04,0
065386,179208,75,2021-12-08,1
065386,179208,150,2021-07-26,1
065430,86821,7,2021-07-13,0
065430,86821,14,2021-06-06,0
065430,86821,28,2021-02-11,0
065435,6498,1,2021-04-30,0
065435,6498,1,2021-04-16,0
065435,6498,2,2021-11-13,0
065436,13583,4,2021-08-20,1
065436,13583,22,2021-02-17,0
065436,13583,44,2021-02-09,0
065437,6983,3,2021-11-08,0
065437,6983,13,2021-01-08,0
065437,6983,26,2021-03-24,0
065452,179208,16,2021-05-22,0
065452,179208,32,2021-05-08,0
065452,179208,64,2021-06-05,0
065455,179208,32,2021-11-12,0
065455,179208,65,2021-12-25,0
065455,179208,130,2021-10-12,0
065456,86821,3,2021-11-30,0
065456,86821,7,2021-08-28,1
065456,86821,15,2021-09-04,1
065479,103554,4,2021-06-15,1
065479,103554,9,2021-02-03,0
065479,103554,18,2021-10-09,0
065482,18691,2,2021-11-26,0
065482,18691,5,2021-03-14,1
065482,18691,10,2021-08-07,0
065491,6498,1,2021-04-16,1
065491,6498,1,2021-08-18,0
065491,6498,2,2021-09-21,0
065493,179208,14,2021-03-20,1
065493,179208,42,2021-11-23,0
065493,179208,84,2021-08-21,0
065494,179208,5,2021-06-15,0
065494,179208,10,2021-03-31,0
065494,179208,20,2021-06-26,0
065495,8767,4,2021-06-29,0
065495,8767,20,2021-11-09,0
065495,8767,40,2021-03-10,0
065497,6498,1,2021-07-14,0
065497,6498,3,2021-09-08,1
065497,6498,6,2021-06-28,0
065500,179208,12,2021-10-15,0
065500,179208,25,2021-11-08,0
065500,179208,50,2021-02-04,0
065501,179208,22,2021-08-27,1
065501,179208,45,2021-01-07,0
065501,179208,90,2021-11-25,0
065503,179208,14,2021-05-11,0
065503,179208,42,2021-05-23,0
065503,179208,84,2021-05-03,1
065504,33640,4,2021-01-12,0
065504,33640,14,2021-12-08,0
065504,33640,28,2021-08-19,0
065508,179208,6,2021-12-03,0
065508,179208,13,2021-05-03,0
065508,179208,26,2021-07-23,0
065509,179208,10,2021-06-22,1
065509,179208,20,2021-07-05,0
065509,179208,40,2021-11-23,0
065515,12881,2,2021-08-05,0
065515,12881,4,2021-01-12,0
065515,12881,9,2021-06-04,0
065516,6498,1,2021-12-19,0
065516,6498,2,2021-06-29,0
065516,6498,5,2021-01-09,0
065517,7149,1,2021-09-29,0
065517,7149,3,2021-07-30,0
065517,7149,7,2021-05-20,0
065523,81204,8,2021-07-01,0
065523,81204,17,2021-05-26,0
065523,81204,34,2021-02-01,1
065524,179208,7,2021-04-10,1
065524,179208,14,2021-10-23,0
065524,179208,29,2021-05-29,0
065525,6498,1,2021-12-06,0
065525,6498,2,2021-12-02,0
065525,6498,5,2021-05-17,0
065526,6498,1,2021-03-22,0
065526,6498,3,2021-11-01,0
065526,6498,6,2021-01-15,1
065528,6498,3,2021-01-23,0
065528,6498,6,2021-09-20,0
065528,6498,12,2021-01-17,1
065529,28824,4,2021-01-18,0
065529,28824,11,2021-02-21,0
065529,28824,22,2021-09-14,1
065530,13140,5,2021-09-09,0
065530,13140,10,2021-04-14,0
065530,13140,20,2021-11-12,0
065537,106952,44,2021-03-29,0
065537,106952,176,2021-10-11,0
065537,106952,352,2021-07-19,0
065541,86821,7,2021-09-10,1
065541,86821,14,2021-05-09,1
065541,86821,28,2021-03-31,0
065545,18691,2,2021-07-11,0
065545,18691,5,2021-06-29,1
065545,18691,10,2021-04-20,1
065548,179208,22,2021-05-15,0
065548,179208,44,2021-08-07,0
065548,179208,88,2021-05-13,0
065551,6498,1,2021-11-04,0
065551,6498,2,2021-03-24,1
065551,6498,4,2021-01-02,0
065556,52115,3,2021-05-12,0
065556,52115,6,2021-10-21,1
065556,52115,13,2021-04-12,0
065557,179208,7,2021-12-18,0
065557,179208,15,2021-05-28,1
065557,179208,30,2021-05-17,0
065562,6498,1,2021-12-25,0
065562,6498,3,2021-04-09,1
065562,6498,7,2021-09-18,0
065564,179208,15,2021-12-31,0
065564,179208,30,2021-10-05,0
065564,179208,60,2021-09-06,1
065565,104092,12,2021-08-28,0
065565,104092,60,2021-09-16,1
065565,104092,120,2021-06-28,0
065570,52115,3,2021-01-24,0
065570,52115,6,2021-09-06,0
065570,52115,12,2021-10-19,0
065571,12881,4,2021-09-11,0
065571,12881,8,2021-02-22,0
065571,12881,16,2021-04-14,0
065572,6498,2,2021-02-15,0
065572,6498,4,2021-01-30,0
065572,6498,8,2021-10-02,0
065573,106952,10,2021-11-28,0
065573,106952,39,2021-12-05,0
065573,106952,78,2021-10-13,0
065578,179208,11,2021-03-08,0
065578,179208,22,2021-09-17,1
065578,179208,44,2021-08-16,0
065580,179208,14,2021-05-08,1
065580,179208,28,2021-05-07,0
065580,179208,56,2021-11-15,1
065590,179208,13,2021-01-07,0
065590,179208,26,2021-08-01,0
065590,179208,52,2021-10-27,0
065591,103554,9,2021-10-05,0
065591,103554,19,2021-07-13,0
065591,103554,38,2021-09-04,0
065592,179208,6,2021-03-11,0
065592,179208,12,2021-05-13,0
065592,179208,24,2021-11-08,0
065594,7149,3,2021-03-26,1
065594,7149,7,2021-03-11,0
065594,7149,14,2021-09-04,0
065595,179208,11,2021-09-26,0
065595,179208,22,2021-05-03,0
065595,179208,45,2021-05-31,0
065600,179208,18,2021-01-08,0
065600,179208,36,2021-12-31,0
065600,179208,72,2021-02-21,1
065612,179208,9,2021-08-23,0
065612,179208,18,2021-06-02,0
065612,179208,36,2021-02-21,0
065638,6498,1,2021-12-05,0
065638,6498,3,2021-10-21,0
065638,6498,6,2021-08-02,0
065639,179208,26,2021-02-19,0
065639,179208,52,2021-07-11,0
065639,179208,104,2021-01-08,0
065640,8493,2,2021-01-30,1
065640,8493,4,2021-01-07,0
065640,8493,9,2021-10-17,1
065642,6498,3,2021-12-04,0
065642,6498,6,2021-06-28,0
065642,6498,12,2021-12-04,1
065647,6498,1,2021-12-08,0
065647,6498,1,2021-06-11,0
065647,6498,3,2021-05-03,0
065649,179208,8,2021-05-05,1
065649,179208,16,2021-08-22,0
065649,179208,32,2021-07-18,0
065655,104092,17,2021-05-06,0
065655,104092,102,2021-01-01,0
065655,104092,204,2021-02-20,0
065656,81204,4,2021-01-19,0
065656,81204,8,2021-11-16,0
065656,81204,17,2021-04-17,0
065657,6498,3,2021-06-09,0
065657,6498,7,2021-07-02,0
065657,6498,14,2021-12-14,0
065659,179208,13,2021-09-19,0
065659,179208,27,2021-09-29,0
065659,179208,54,2021-07-24,0
065695,179208,8,2021-02-21,0
065695,179208,16,2021-03-08,0
065695,179208,32,2021-02-06,1
065696,179208,12,2021-09-18,0
065696,179208,25,2021-07-07,0
065696,179208,50,2021-01-10,1
065698,179208,16,2021-02-11,1
065698,179208,32,2021-12-07,0
065698,179208,64,2021-03-29,0
065700,6498,1,2021-04-19,1
065700,6498,3,2021-02-24,0
065700,6498,6,2021-09-26,0
065713,179208,26,2021-06-07,0
065713,179208,53,2021-03-06,0
065713,179208,106,2021-01-18,0
065717,52115,3,2021-02-28,0
065717,52115,6,2021-12-25,0
065717,52115,13,2021-01-05,1
065720,179208,26,2021-05-18,0
065720,179208,79,2021-04-13,1
065720,179208,158,2021-10-25,0
065727,6498,2,2021-03-30,0
065727,6498,4,2021-06-09,0
065727,6498,8,2021-11-22,1
065731,6498,1,2021-12-31,0
065731,6498,3,2021-04-07,1
065731,6498,6,2021-01-05,0
065733,6498,1,2021-11-27,0
065733,6498,3,2021-08-01,0
065733,6498,6,2021-01-01,0
065734,13140,2,2021-12-15,0
065734,13140,5,2021-12-22,0
065734,13140,10,2021-09-03,0
065735,179208,5,2021-04-03,0
065735,179208,10,2021-08-14,0
065735,179208,21,2021-08-01,1
065737,179208,19,2021-11-12,1
065737,179208,38,2021-12-04,1
065737,179208,76,2021-06-05,0
065742,179208,23,2021-11-19,0
065742,179208,46,2021-12-05,0
065742,179208,92,2021-08-21,0
065745,106952,37,2021-07-10,0
